"region","context","group","bin_mid","mean_count","min_count","max_count"
"dispersed_repeat","CHH","Treatment",12.5,9.625,0,42
"dispersed_repeat","CHH","Treatment",17.5,7.625,0,26
"dispersed_repeat","CHH","Treatment",22.5,1.5,0,4
"dispersed_repeat","CHH","Treatment",27.5,1.875,0,10
"dispersed_repeat","CHH","Treatment",32.5,0.75,0,3
"dispersed_repeat","CHH","Treatment",37.5,1.875,0,11
"dispersed_repeat","CHH","Treatment",42.5,0,0,0
"dispersed_repeat","CHH","Treatment",47.5,0.75,0,3
"dispersed_repeat","CHH","Treatment",52.5,0.25,0,2
"dispersed_repeat","CHH","Treatment",57.5,0,0,0
"dispersed_repeat","CHH","Treatment",62.5,0,0,0
"dispersed_repeat","CHH","Treatment",67.5,0.25,0,1
"dispersed_repeat","CHH","Treatment",72.5,0,0,0
"dispersed_repeat","CHH","Treatment",77.5,0,0,0
"dispersed_repeat","CHH","Treatment",82.5,0,0,0
"dispersed_repeat","CHH","Treatment",87.5,0,0,0
"dispersed_repeat","CHH","Treatment",92.5,0,0,0
"dispersed_repeat","CHH","Treatment",97.5,0,0,0
"downstream_region","CpG","Control",2.5,670.375,0,2330
"downstream_region","CpG","Control",7.5,26.875,0,74
"downstream_region","CpG","Control",12.5,8,0,24
"downstream_region","CpG","Control",17.5,10.25,0,34
"downstream_region","CpG","Control",22.5,6.75,0,17
"downstream_region","CpG","Control",27.5,9.125,0,22
"downstream_region","CpG","Control",32.5,5.375,0,15
"downstream_region","CpG","Control",37.5,6.375,0,23
"downstream_region","CpG","Control",42.5,3.75,0,12
"downstream_region","CpG","Control",47.5,6.75,0,21
"downstream_region","CpG","Control",52.5,2.75,0,10
"downstream_region","CpG","Control",57.5,4.25,0,15
"downstream_region","CpG","Control",62.5,2,0,5
"downstream_region","CpG","Control",67.5,4.375,0,12
"downstream_region","CpG","Control",72.5,3.25,0,9
"downstream_region","CpG","Control",77.5,3.75,0,11
"downstream_region","CpG","Control",82.5,3.375,0,14
"downstream_region","CpG","Control",87.5,6.25,0,29
"downstream_region","CpG","Control",92.5,2.5,0,13
"downstream_region","CpG","Control",97.5,12.25,0,51
"downstream_region","CpG","Treatment",2.5,444.75,0,1577
"downstream_region","CpG","Treatment",7.5,24.125,0,84
"downstream_region","CpG","Treatment",12.5,6.5,0,16
"downstream_region","CpG","Treatment",17.5,10.5,0,33
"downstream_region","CpG","Treatment",22.5,5.375,0,17
"downstream_region","CpG","Treatment",27.5,5.5,0,15
"downstream_region","CpG","Treatment",32.5,3.375,0,9
"downstream_region","CpG","Treatment",37.5,4.875,0,14
"downstream_region","CpG","Treatment",42.5,2.75,0,11
"downstream_region","CpG","Treatment",47.5,4.375,0,14
"downstream_region","CpG","Treatment",52.5,2.875,0,7
"downstream_region","CpG","Treatment",57.5,2.125,0,7
"downstream_region","CpG","Treatment",62.5,2.25,0,10
"downstream_region","CpG","Treatment",67.5,2.625,0,6
"downstream_region","CpG","Treatment",72.5,2.75,0,8
"downstream_region","CpG","Treatment",77.5,4.25,0,16
"downstream_region","CpG","Treatment",82.5,3.25,0,9
"downstream_region","CpG","Treatment",87.5,4.875,0,19
"downstream_region","CpG","Treatment",92.5,2.75,0,8
"downstream_region","CpG","Treatment",97.5,7.875,0,30
"downstream_region","CHG","Control",2.5,854.75,0,2947
"downstream_region","CHG","Control",7.5,15.125,0,43
"downstream_region","CHG","Control",12.5,0.25,0,1
"downstream_region","CHG","Control",17.5,0.5,0,3
"downstream_region","CHG","Control",22.5,0.25,0,1
"downstream_region","CHG","Control",27.5,0,0,0
"downstream_region","CHG","Control",32.5,0.125,0,1
"downstream_region","CHG","Control",37.5,0.125,0,1
"downstream_region","CHG","Control",42.5,0,0,0
"downstream_region","CHG","Control",47.5,0,0,0
"downstream_region","CHG","Control",52.5,0,0,0
"downstream_region","CHG","Control",57.5,0,0,0
"downstream_region","CHG","Control",62.5,0,0,0
"downstream_region","CHG","Control",67.5,0,0,0
"downstream_region","CHG","Control",72.5,0,0,0
"downstream_region","CHG","Control",77.5,0,0,0
"downstream_region","CHG","Control",82.5,0,0,0
"downstream_region","CHG","Control",87.5,0,0,0
"downstream_region","CHG","Control",92.5,0,0,0
"downstream_region","CHG","Control",97.5,0,0,0
"downstream_region","CHG","Treatment",2.5,586.75,0,2043
"downstream_region","CHG","Treatment",7.5,12.125,0,53
"downstream_region","CHG","Treatment",12.5,0.375,0,2
"downstream_region","CHG","Treatment",17.5,0.5,0,2
"downstream_region","CHG","Treatment",22.5,0,0,0
"downstream_region","CHG","Treatment",27.5,0.25,0,2
"downstream_region","CHG","Treatment",32.5,0,0,0
"downstream_region","CHG","Treatment",37.5,0,0,0
"downstream_region","CHG","Treatment",42.5,0,0,0
"downstream_region","CHG","Treatment",47.5,0,0,0
"downstream_region","CHG","Treatment",52.5,0,0,0
"downstream_region","CHG","Treatment",57.5,0,0,0
"downstream_region","CHG","Treatment",62.5,0,0,0
"downstream_region","CHG","Treatment",67.5,0,0,0
"downstream_region","CHG","Treatment",72.5,0,0,0
"downstream_region","CHG","Treatment",77.5,0,0,0
"downstream_region","CHG","Treatment",82.5,0,0,0
"downstream_region","CHG","Treatment",87.5,0,0,0
"downstream_region","CHG","Treatment",92.5,0,0,0
"downstream_region","CHG","Treatment",97.5,0,0,0
"downstream_region","CHH","Control",2.5,1123,0,3895
"downstream_region","CHH","Control",7.5,18.625,0,60
"downstream_region","CHH","Control",12.5,0.5,0,2
"downstream_region","CHH","Control",17.5,0.125,0,1
"downstream_region","CHH","Control",22.5,0,0,0
"downstream_region","CHH","Control",27.5,0.25,0,1
"downstream_region","CHH","Control",32.5,0,0,0
"downstream_region","CHH","Control",37.5,0,0,0
"downstream_region","CHH","Control",42.5,0,0,0
"downstream_region","CHH","Control",47.5,0,0,0
"downstream_region","CHH","Control",52.5,0,0,0
"downstream_region","CHH","Control",57.5,0,0,0
"downstream_region","CHH","Control",62.5,0,0,0
"downstream_region","CHH","Control",67.5,0,0,0
"downstream_region","CHH","Control",72.5,0,0,0
"downstream_region","CHH","Control",77.5,0,0,0
"downstream_region","CHH","Control",82.5,0,0,0
"downstream_region","CHH","Control",87.5,0,0,0
"downstream_region","CHH","Control",92.5,0,0,0
"downstream_region","CHH","Control",97.5,0,0,0
"downstream_region","CHH","Treatment",2.5,779.375,0,2759
"downstream_region","CHH","Treatment",7.5,16.75,0,63
"downstream_region","CHH","Treatment",12.5,0.875,0,4
"downstream_region","CHH","Treatment",17.5,0.5,0,2
"downstream_region","CHH","Treatment",22.5,0.25,0,1
"downstream_region","CHH","Treatment",27.5,0,0,0
"downstream_region","CHH","Treatment",32.5,0,0,0
"downstream_region","CHH","Treatment",37.5,0.125,0,1
"downstream_region","CHH","Treatment",42.5,0,0,0
"downstream_region","CHH","Treatment",47.5,0,0,0
"downstream_region","CHH","Treatment",52.5,0,0,0
"downstream_region","CHH","Treatment",57.5,0,0,0
"downstream_region","CHH","Treatment",62.5,0,0,0
"downstream_region","CHH","Treatment",67.5,0,0,0
"downstream_region","CHH","Treatment",72.5,0,0,0
"downstream_region","CHH","Treatment",77.5,0,0,0
"downstream_region","CHH","Treatment",82.5,0,0,0
"downstream_region","CHH","Treatment",87.5,0,0,0
"downstream_region","CHH","Treatment",92.5,0,0,0
"downstream_region","CHH","Treatment",97.5,0,0,0
"exon","CpG","Control",2.5,1875.625,0,6698
"exon","CpG","Control",7.5,68,0,229
"exon","CpG","Control",12.5,11.875,0,31
"exon","CpG","Control",17.5,24,0,66
"exon","CpG","Control",22.5,11.625,0,45
"exon","CpG","Control",27.5,14.25,0,42
"exon","CpG","Control",32.5,9.25,0,29
"exon","CpG","Control",37.5,14.25,0,38
"exon","CpG","Control",42.5,6.125,0,22
"exon","CpG","Control",47.5,16.375,0,49
"exon","CpG","Control",52.5,8.25,0,23
"exon","CpG","Control",57.5,11.25,0,46
"exon","CpG","Control",62.5,7.75,0,23
"exon","CpG","Control",67.5,13.5,0,45
"exon","CpG","Control",72.5,8.5,0,31
"exon","CpG","Control",77.5,17.5,0,72
"exon","CpG","Control",82.5,12.625,0,52
"exon","CpG","Control",87.5,25.875,0,108
"exon","CpG","Control",92.5,19.375,0,75
"exon","CpG","Control",97.5,83,0,369
"exon","CpG","Treatment",2.5,1202.75,0,4836
"exon","CpG","Treatment",7.5,45.375,0,172
"exon","CpG","Treatment",12.5,10.25,0,28
"exon","CpG","Treatment",17.5,14.125,0,48
"exon","CpG","Treatment",22.5,7.625,0,25
"exon","CpG","Treatment",27.5,12.25,0,36
"exon","CpG","Treatment",32.5,7,0,28
"exon","CpG","Treatment",37.5,10.625,0,36
"exon","CpG","Treatment",42.5,5.375,0,21
"exon","CpG","Treatment",47.5,12,0,52
"exon","CpG","Treatment",52.5,3.5,0,8
"exon","CpG","Treatment",57.5,6.25,0,18
"exon","CpG","Treatment",62.5,4.625,0,16
"exon","CpG","Treatment",67.5,10,0,37
"exon","CpG","Treatment",72.5,5.625,0,20
"exon","CpG","Treatment",77.5,9.375,0,35
"exon","CpG","Treatment",82.5,5.125,0,19
"exon","CpG","Treatment",87.5,16.875,0,70
"exon","CpG","Treatment",92.5,13,0,40
"exon","CpG","Treatment",97.5,55,0,238
"exon","CHG","Control",2.5,2599.75,0,9440
"exon","CHG","Control",7.5,45.375,0,161
"exon","CHG","Control",12.5,1.375,0,4
"exon","CHG","Control",17.5,1.375,0,6
"exon","CHG","Control",22.5,0.25,0,2
"exon","CHG","Control",27.5,0.375,0,3
"exon","CHG","Control",32.5,0,0,0
"exon","CHG","Control",37.5,0,0,0
"exon","CHG","Control",42.5,0,0,0
"exon","CHG","Control",47.5,0,0,0
"exon","CHG","Control",52.5,0,0,0
"exon","CHG","Control",57.5,0,0,0
"exon","CHG","Control",62.5,0,0,0
"exon","CHG","Control",67.5,0,0,0
"exon","CHG","Control",72.5,0,0,0
"exon","CHG","Control",77.5,0,0,0
"exon","CHG","Control",82.5,0,0,0
"exon","CHG","Control",87.5,0,0,0
"exon","CHG","Control",92.5,0,0,0
"exon","CHG","Control",97.5,0,0,0
"exon","CHG","Treatment",2.5,1670.25,0,6545
"exon","CHG","Treatment",7.5,35.25,0,150
"exon","CHG","Treatment",12.5,1.625,0,4
"exon","CHG","Treatment",17.5,1.125,0,6
"exon","CHG","Treatment",22.5,0,0,0
"exon","CHG","Treatment",27.5,0.125,0,1
"exon","CHG","Treatment",32.5,0.125,0,1
"exon","CHG","Treatment",37.5,0.25,0,1
"exon","CHG","Treatment",42.5,0,0,0
"exon","CHG","Treatment",47.5,0,0,0
"exon","CHG","Treatment",52.5,0,0,0
"exon","CHG","Treatment",57.5,0,0,0
"exon","CHG","Treatment",62.5,0,0,0
"exon","CHG","Treatment",67.5,0,0,0
"exon","CHG","Treatment",72.5,0,0,0
"exon","CHG","Treatment",77.5,0,0,0
"exon","CHG","Treatment",82.5,0,0,0
"exon","CHG","Treatment",87.5,0,0,0
"exon","CHG","Treatment",92.5,0,0,0
"exon","CHG","Treatment",97.5,0,0,0
"exon","CHH","Control",2.5,3281.375,0,11941
"exon","CHH","Control",7.5,55.125,0,190
"exon","CHH","Control",12.5,1.375,0,5
"exon","CHH","Control",17.5,2,0,6
"exon","CHH","Control",22.5,0.125,0,1
"exon","CHH","Control",27.5,0,0,0
"exon","CHH","Control",32.5,0,0,0
"exon","CHH","Control",37.5,0,0,0
"exon","CHH","Control",42.5,0,0,0
"exon","CHH","Control",47.5,0,0,0
"exon","CHH","Control",52.5,0,0,0
"exon","CHH","Control",57.5,0,0,0
"exon","CHH","Control",62.5,0,0,0
"exon","CHH","Control",67.5,0,0,0
"exon","CHH","Control",72.5,0,0,0
"exon","CHH","Control",77.5,0,0,0
"exon","CHH","Control",82.5,0,0,0
"exon","CHH","Control",87.5,0,0,0
"exon","CHH","Control",92.5,0,0,0
"exon","CHH","Control",97.5,0,0,0
"exon","CHH","Treatment",2.5,2100.25,0,8258
"exon","CHH","Treatment",7.5,46.625,0,203
"exon","CHH","Treatment",12.5,0.75,0,4
"exon","CHH","Treatment",17.5,1.625,0,5
"exon","CHH","Treatment",22.5,0.125,0,1
"exon","CHH","Treatment",27.5,0,0,0
"exon","CHH","Treatment",32.5,0,0,0
"exon","CHH","Treatment",37.5,0.25,0,1
"exon","CHH","Treatment",42.5,0,0,0
"exon","CHH","Treatment",47.5,0,0,0
"exon","CHH","Treatment",52.5,0,0,0
"exon","CHH","Treatment",57.5,0,0,0
"exon","CHH","Treatment",62.5,0,0,0
"exon","CHH","Treatment",67.5,0,0,0
"exon","CHH","Treatment",72.5,0,0,0
"exon","CHH","Treatment",77.5,0,0,0
"exon","CHH","Treatment",82.5,0,0,0
"exon","CHH","Treatment",87.5,0,0,0
"exon","CHH","Treatment",92.5,0,0,0
"exon","CHH","Treatment",97.5,0,0,0
"five_prime_UTR","CpG","Control",2.5,95.125,0,372
"five_prime_UTR","CpG","Control",7.5,2.25,0,7
"five_prime_UTR","CpG","Control",12.5,0.125,0,1
"five_prime_UTR","CpG","Control",17.5,0.75,0,2
"five_prime_UTR","CpG","Control",22.5,0.25,0,2
"five_prime_UTR","CpG","Control",27.5,0.125,0,1
"five_prime_UTR","CpG","Control",32.5,0.625,0,2
"five_prime_UTR","CpG","Control",37.5,0.25,0,2
"five_prime_UTR","CpG","Control",42.5,0.625,0,2
"five_prime_UTR","CpG","Control",47.5,0.375,0,1
"five_prime_UTR","CpG","Control",52.5,0.125,0,1
"five_prime_UTR","CpG","Control",57.5,0,0,0
"five_prime_UTR","CpG","Control",62.5,0.125,0,1
"five_prime_UTR","CpG","Control",67.5,0,0,0
"five_prime_UTR","CpG","Control",72.5,0,0,0
"five_prime_UTR","CpG","Control",77.5,0.375,0,2
"five_prime_UTR","CpG","Control",82.5,0.25,0,2
"five_prime_UTR","CpG","Control",87.5,0.25,0,1
"five_prime_UTR","CpG","Control",92.5,0,0,0
"five_prime_UTR","CpG","Control",97.5,1.25,0,5
"five_prime_UTR","CpG","Treatment",2.5,60.875,0,267
"five_prime_UTR","CpG","Treatment",7.5,1.5,0,9
"five_prime_UTR","CpG","Treatment",12.5,0,0,0
"five_prime_UTR","CpG","Treatment",17.5,0.25,0,1
"five_prime_UTR","CpG","Treatment",22.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",27.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",32.5,0,0,0
"five_prime_UTR","CpG","Treatment",37.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",42.5,0,0,0
"five_prime_UTR","CpG","Treatment",47.5,0.25,0,1
"five_prime_UTR","CpG","Treatment",52.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",57.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",62.5,0.125,0,1
"five_prime_UTR","CpG","Treatment",67.5,0.5,0,2
"five_prime_UTR","CpG","Treatment",72.5,0.375,0,3
"five_prime_UTR","CpG","Treatment",77.5,0.25,0,1
"five_prime_UTR","CpG","Treatment",82.5,0,0,0
"five_prime_UTR","CpG","Treatment",87.5,0.5,0,4
"five_prime_UTR","CpG","Treatment",92.5,0,0,0
"five_prime_UTR","CpG","Treatment",97.5,1.25,0,4
"five_prime_UTR","CHG","Control",2.5,103.625,0,423
"five_prime_UTR","CHG","Control",7.5,2.25,0,10
"five_prime_UTR","CHG","Control",12.5,0,0,0
"five_prime_UTR","CHG","Control",17.5,0,0,0
"five_prime_UTR","CHG","Control",22.5,0,0,0
"five_prime_UTR","CHG","Control",27.5,0,0,0
"five_prime_UTR","CHG","Control",32.5,0,0,0
"five_prime_UTR","CHG","Control",37.5,0,0,0
"five_prime_UTR","CHG","Control",42.5,0,0,0
"five_prime_UTR","CHG","Control",47.5,0,0,0
"five_prime_UTR","CHG","Control",52.5,0,0,0
"five_prime_UTR","CHG","Control",57.5,0,0,0
"five_prime_UTR","CHG","Control",62.5,0,0,0
"five_prime_UTR","CHG","Control",67.5,0,0,0
"five_prime_UTR","CHG","Control",72.5,0,0,0
"five_prime_UTR","CHG","Control",77.5,0,0,0
"five_prime_UTR","CHG","Control",82.5,0,0,0
"five_prime_UTR","CHG","Control",87.5,0,0,0
"five_prime_UTR","CHG","Control",92.5,0,0,0
"five_prime_UTR","CHG","Control",97.5,0,0,0
"five_prime_UTR","CHG","Treatment",2.5,66.625,0,288
"five_prime_UTR","CHG","Treatment",7.5,1.5,0,8
"five_prime_UTR","CHG","Treatment",12.5,0.125,0,1
"five_prime_UTR","CHG","Treatment",17.5,0,0,0
"five_prime_UTR","CHG","Treatment",22.5,0,0,0
"five_prime_UTR","CHG","Treatment",27.5,0,0,0
"five_prime_UTR","CHG","Treatment",32.5,0,0,0
"five_prime_UTR","CHG","Treatment",37.5,0,0,0
"five_prime_UTR","CHG","Treatment",42.5,0,0,0
"five_prime_UTR","CHG","Treatment",47.5,0,0,0
"five_prime_UTR","CHG","Treatment",52.5,0,0,0
"five_prime_UTR","CHG","Treatment",57.5,0,0,0
"five_prime_UTR","CHG","Treatment",62.5,0,0,0
"five_prime_UTR","CHG","Treatment",67.5,0,0,0
"five_prime_UTR","CHG","Treatment",72.5,0,0,0
"five_prime_UTR","CHG","Treatment",77.5,0,0,0
"five_prime_UTR","CHG","Treatment",82.5,0,0,0
"five_prime_UTR","CHG","Treatment",87.5,0,0,0
"five_prime_UTR","CHG","Treatment",92.5,0,0,0
"five_prime_UTR","CHG","Treatment",97.5,0,0,0
"five_prime_UTR","CHH","Control",2.5,147.875,0,567
"five_prime_UTR","CHH","Control",7.5,4.625,0,18
"five_prime_UTR","CHH","Control",12.5,0,0,0
"five_prime_UTR","CHH","Control",17.5,0,0,0
"five_prime_UTR","CHH","Control",22.5,0,0,0
"five_prime_UTR","CHH","Control",27.5,0,0,0
"five_prime_UTR","CHH","Control",32.5,0,0,0
"five_prime_UTR","CHH","Control",37.5,0,0,0
"five_prime_UTR","CHH","Control",42.5,0,0,0
"five_prime_UTR","CHH","Control",47.5,0,0,0
"five_prime_UTR","CHH","Control",52.5,0,0,0
"five_prime_UTR","CHH","Control",57.5,0,0,0
"five_prime_UTR","CHH","Control",62.5,0,0,0
"five_prime_UTR","CHH","Control",67.5,0,0,0
"five_prime_UTR","CHH","Control",72.5,0,0,0
"five_prime_UTR","CHH","Control",77.5,0,0,0
"five_prime_UTR","CHH","Control",82.5,0,0,0
"five_prime_UTR","CHH","Control",87.5,0,0,0
"five_prime_UTR","CHH","Control",92.5,0,0,0
"five_prime_UTR","CHH","Control",97.5,0,0,0
"five_prime_UTR","CHH","Treatment",2.5,91.875,0,412
"five_prime_UTR","CHH","Treatment",7.5,1.625,0,8
"five_prime_UTR","CHH","Treatment",12.5,0.125,0,1
"five_prime_UTR","CHH","Treatment",17.5,0,0,0
"five_prime_UTR","CHH","Treatment",22.5,0,0,0
"five_prime_UTR","CHH","Treatment",27.5,0,0,0
"five_prime_UTR","CHH","Treatment",32.5,0,0,0
"five_prime_UTR","CHH","Treatment",37.5,0,0,0
"five_prime_UTR","CHH","Treatment",42.5,0,0,0
"five_prime_UTR","CHH","Treatment",47.5,0,0,0
"five_prime_UTR","CHH","Treatment",52.5,0,0,0
"five_prime_UTR","CHH","Treatment",57.5,0,0,0
"five_prime_UTR","CHH","Treatment",62.5,0,0,0
"five_prime_UTR","CHH","Treatment",67.5,0,0,0
"five_prime_UTR","CHH","Treatment",72.5,0,0,0
"five_prime_UTR","CHH","Treatment",77.5,0,0,0
"five_prime_UTR","CHH","Treatment",82.5,0,0,0
"five_prime_UTR","CHH","Treatment",87.5,0,0,0
"five_prime_UTR","CHH","Treatment",92.5,0,0,0
"five_prime_UTR","CHH","Treatment",97.5,0,0,0
"gene","CpG","Control",2.5,1945.625,0,6656
"gene","CpG","Control",7.5,81.125,0,254
"gene","CpG","Control",12.5,31.125,0,115
"gene","CpG","Control",17.5,35.5,0,103
"gene","CpG","Control",22.5,22.875,0,66
"gene","CpG","Control",27.5,21.875,0,64
"gene","CpG","Control",32.5,16.625,0,53
"gene","CpG","Control",37.5,25,0,80
"gene","CpG","Control",42.5,11,0,37
"gene","CpG","Control",47.5,22.875,0,75
"gene","CpG","Control",52.5,9.875,0,32
"gene","CpG","Control",57.5,14.25,0,48
"gene","CpG","Control",62.5,8.75,0,31
"gene","CpG","Control",67.5,16.5,0,66
"gene","CpG","Control",72.5,9.625,0,38
"gene","CpG","Control",77.5,17.25,0,70
"gene","CpG","Control",82.5,10.75,0,43
"gene","CpG","Control",87.5,27.875,0,107
"gene","CpG","Control",92.5,18.875,0,84
"gene","CpG","Control",97.5,84.375,0,358
"gene","CpG","Treatment",2.5,1298.5,0,4893
"gene","CpG","Treatment",7.5,61.625,0,211
"gene","CpG","Treatment",12.5,19.75,0,64
"gene","CpG","Treatment",17.5,22.75,0,78
"gene","CpG","Treatment",22.5,17.5,0,56
"gene","CpG","Treatment",27.5,18.5,0,53
"gene","CpG","Treatment",32.5,12.375,0,51
"gene","CpG","Treatment",37.5,17.875,0,61
"gene","CpG","Treatment",42.5,8.625,0,32
"gene","CpG","Treatment",47.5,17.75,0,60
"gene","CpG","Treatment",52.5,7.5,0,24
"gene","CpG","Treatment",57.5,10.125,0,27
"gene","CpG","Treatment",62.5,5.625,0,22
"gene","CpG","Treatment",67.5,9,0,42
"gene","CpG","Treatment",72.5,7.75,0,24
"gene","CpG","Treatment",77.5,12.5,0,55
"gene","CpG","Treatment",82.5,7,0,31
"gene","CpG","Treatment",87.5,16.125,0,63
"gene","CpG","Treatment",92.5,11.125,0,39
"gene","CpG","Treatment",97.5,54,0,235
"gene","CHG","Control",2.5,2676.5,0,9225
"gene","CHG","Control",7.5,41.75,0,118
"gene","CHG","Control",12.5,1.625,0,9
"gene","CHG","Control",17.5,2,0,7
"gene","CHG","Control",22.5,0.125,0,1
"gene","CHG","Control",27.5,0.5,0,2
