"seqnames"	"start"	"end"	"width"	"strand"	"pvalue"	"qvalue"	"meth.diff"	"p_fdr"	"WHPX_id"	"source"	"type"	"score"	"phase"	"ID"	"Name"	"Parent"	"Derives_from"	"X3_prime_partial"	"X5_prime_partial"	"gene_id"	"Target"
"utg10"	57720	57720	1	"*"	0.710727304559174	0.101435973552372	-5.04983388704319	0.731552783123499	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg1002"	319965	319965	1	"*"	0.180792385436744	0.101435973552372	6.66666666666667	0.510071131154526	"WHPX01000002.1"	"EVM"	"gene"	"NA"	"NA"	"evm.TU.utg1002.27"	"EVM prediction utg1002.27"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	319965	319965	1	"*"	0.180792385436744	0.101435973552372	6.66666666666667	0.510071131154526	"WHPX01000002.1"	"EVM"	"mRNA"	"NA"	"NA"	"evm.utg1002.27"	"EVM prediction utg1002.27"	evm.TU.utg1002.27	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	319965	319965	1	"*"	0.180792385436744	0.101435973552372	6.66666666666667	0.510071131154526	"WHPX01000002.1"	"EVM"	"protein"	"NA"	"NA"	"evm.utg1002.27-Protein"	"evm.utg1002.27"	character(0)	"evm.utg1002.27"	"NA"	"NA"	"NA"	"NA"
"utg1002"	319965	319965	1	"*"	0.180792385436744	0.101435973552372	6.66666666666667	0.510071131154526	"WHPX01000002.1"	"EVM"	"exon"	"NA"	"NA"	"evm.utg1002.27.exon1"	"NA"	evm.utg1002.27	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	319965	319965	1	"*"	0.180792385436744	0.101435973552372	6.66666666666667	0.510071131154526	"WHPX01000002.1"	"EVM"	"CDS"	"NA"	"0"	"cds.evm.utg1002.27"	"NA"	c("evm.utg1002.27", "evm.utg1002.27-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	17610	17610	1	"*"	0.663390327237593	0.101435973552372	-9.80392156862745	0.702837217151108	"WHPX01000004.1"	"custom"	"promoter"	"NA"	"NA"	"promoter_of_evm.TU.utg10041.3"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	17615	17615	1	"*"	0.708791729078467	0.101435973552372	-6.19195046439628	0.730035853227423	"WHPX01000004.1"	"custom"	"promoter"	"NA"	"NA"	"promoter_of_evm.TU.utg10041.3"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68054	68054	1	"*"	0.657568568457769	0.101435973552372	8.33333333333333	0.70056104393379	"WHPX01000004.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg10041.12"	"EVM prediction utg10041.12"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68054	68054	1	"*"	0.657568568457769	0.101435973552372	8.33333333333333	0.70056104393379	"WHPX01000004.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10041.12.1.5c278e7c"	"EVM prediction utg10041.12"	evm.TU.utg10041.12	"NA"	"NA"	"NA"	"NA"	"NA"
