"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GO"
"GO:0034755","iron ion transmembrane transport",0.0425531914893617,0.000795880149812734,0.117647058823529,53.4668335419274,10.1624559818583,0.000631051394009974,0.0280547752808987,0.011001872659176,"evm.utg203.11/evm.utg4898.16",2,"biological_processes"
"GO:0050775","positive regulation of dendrite morphogenesis",0.0212765957446809,4.68164794007491e-05,1,454.468085106383,21.2947900930341,0.00220037453183519,0.0280547752808987,0.011001872659176,"evm.utg194.33",1,"biological_processes"
"GO:0060712","spongiotrophoblast layer development",0.0212765957446809,4.68164794007491e-05,1,454.468085106383,21.2947900930341,0.00220037453183519,0.0280547752808987,0.011001872659176,"evm.utg194.33",1,"biological_processes"
"GO:1901485","positive regulation of transcription factor catabolic process",0.0212765957446809,4.68164794007491e-05,1,454.468085106383,21.2947900930341,0.00220037453183519,0.0280547752808987,0.011001872659176,"evm.utg194.33",1,"biological_processes"
"GO:0000915","actomyosin contractile ring assembly",0.0212765957446809,9.36329588014981e-05,0.5,227.234042553192,15.0248365808421,0.00439601020752212,0.0320280743690897,0.0125600291643489,"evm.utg4172.37",1,"biological_processes"
"GO:0031106","septin ring organization",0.0212765957446809,9.36329588014981e-05,0.5,227.234042553192,15.0248365808421,0.00439601020752212,0.0320280743690897,0.0125600291643489,"evm.utg4172.37",1,"biological_processes"
"GO:0060716","labyrinthine layer blood vessel development",0.0212765957446809,9.36329588014981e-05,0.5,227.234042553192,15.0248365808421,0.00439601020752212,0.0320280743690897,0.0125600291643489,"evm.utg194.33",1,"biological_processes"
"GO:0006425","glutaminyl-tRNA aminoacylation",0.0212765957446809,0.000140449438202247,0.333333333333333,151.489361702128,12.2409013526809,0.00658691701154157,0.0372055305685901,0.0145904041445451,"evm.utg6851.26",1,"biological_processes"
"GO:0010950","positive regulation of endopeptidase activity",0.0212765957446809,0.000140449438202247,0.333333333333333,151.489361702128,12.2409013526809,0.00658691701154157,0.0372055305685901,0.0145904041445451,"evm.utg1663.42",1,"biological_processes"
"GO:0000070","mitotic sister chromatid segregation",0.0212765957446809,0.000187265917602996,0.25,113.617021276596,10.5776981587268,0.00877310490780336,0.0372055305685901,0.0145904041445451,"evm.utg729.78",1,"biological_processes"
"GO:0008298","intracellular mRNA localization",0.0212765957446809,0.000187265917602996,0.25,113.617021276596,10.5776981587268,0.00877310490780336,0.0372055305685901,0.0145904041445451,"evm.utg12655.32",1,"biological_processes"
"GO:1904108","protein localization to ciliary inversin compartment",0.0212765957446809,0.000187265917602996,0.25,113.617021276596,10.5776981587268,0.00877310490780336,0.0372055305685901,0.0145904041445451,"evm.utg2216.46",1,"biological_processes"
"GO:0002244","hematopoietic progenitor cell differentiation",0.0212765957446809,0.000234082397003745,0.2,90.8936170212766,9.440199318518,0.0109545838396885,0.0372055305685901,0.0145904041445451,"evm.utg2129.169",1,"biological_processes"
"GO:0061136","regulation of proteasomal protein catabolic process",0.0212765957446809,0.000234082397003745,0.2,90.8936170212766,9.440199318518,0.0109545838396885,0.0372055305685901,0.0145904041445451,"evm.utg1663.42",1,"biological_processes"
"GO:0006597","spermine biosynthetic process",0.0212765957446809,0.000280898876404494,0.166666666666667,75.7446808510638,8.59871178265162,0.0131313637300906,0.0372055305685901,0.0145904041445451,"evm.utg126.133",1,"biological_processes"
"GO:0007023","post-chaperonin tubulin folding pathway",0.0212765957446809,0.000280898876404494,0.166666666666667,75.7446808510638,8.59871178265162,0.0131313637300906,0.0372055305685901,0.0145904041445451,"evm.utg10321.15",1,"biological_processes"
"GO:0051298","centrosome duplication",0.0212765957446809,0.000280898876404494,0.166666666666667,75.7446808510638,8.59871178265162,0.0131313637300906,0.0372055305685901,0.0145904041445451,"evm.utg172.38",1,"biological_processes"
"GO:2000045","regulation of G1/S transition of mitotic cell cycle",0.0212765957446809,0.000280898876404494,0.166666666666667,75.7446808510638,8.59871178265162,0.0131313637300906,0.0372055305685901,0.0145904041445451,"evm.utg1663.42",1,"biological_processes"
