"seqnames"	"start"	"end"	"width"	"strand"	"pvalue"	"qvalue"	"meth.diff"	"p_fdr"	"WHPX_id"	"source"	"type"	"score"	"phase"	"ID"	"Name"	"Parent"	"Derives_from"	"X3_prime_partial"	"X5_prime_partial"	"gene_id"	"Target"
"utg10"	57700	57700	1	"*"	0.0379064078101129	0.00980861237291031	5.88235294117647	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57727	57727	1	"*"	0.0332318872700776	0.00980861237291031	5.76923076923077	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57728	57728	1	"*"	0.0344613421959762	0.00980861237291031	5.66037735849057	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57732	57732	1	"*"	0.0308078570737636	0.00980861237291031	6	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57737	57737	1	"*"	0.0296144333088846	0.00980861237291031	6.12244897959184	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57778	57778	1	"*"	0.066823291996432	0.00980861237291031	5.12820512820513	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57788	57788	1	"*"	0.0662281623546619	0.00980861237291031	5.26315789473684	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57796	57796	1	"*"	0.0711262129381921	0.00980861237291031	5.55555555555556	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57797	57797	1	"*"	0.0275273367591138	0.00980861237291031	8.33333333333333	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57798	57798	1	"*"	0.0275273367591138	0.00980861237291031	8.33333333333333	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57808	57808	1	"*"	0.0333252551332912	0.00980861237291031	8.10810810810811	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57818	57818	1	"*"	0.0278784667212336	0.00980861237291031	9.09090909090909	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57821	57821	1	"*"	0.0254188296338965	0.00980861237291031	10	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57826	57826	1	"*"	0.0362147743396201	0.00980861237291031	8.82352941176471	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57828	57828	1	"*"	0.0855419221687617	0.00980861237291031	6.06060606060606	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57829	57829	1	"*"	0.0855419221687617	0.00980861237291031	6.06060606060606	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57831	57831	1	"*"	0.0855419221687617	0.00980861237291031	6.06060606060606	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57832	57832	1	"*"	0.0923339778416964	0.00980861237291031	5.88235294117647	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
"utg10"	57844	57844	1	"*"	0.0786131619674214	0.00980861237291031	6.45161290322581	0.279723517063365	"WHPX01000001.1"	"RepeatMasker"	"dispersed_repeat"	"8529"	"NA"	"983"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-13870 1 1006"
